XX,XX,XX,06,XX,11,15,18,22,24,XX,25,XX,33,XX,34,36,XX,XX,XX,65,XX,79,80,83,XX,88,05,09,XX,XX,15,XX,XX,20,26,XX,30,XX,XX,XX,32,34,37,41,53,XX,XX,XX,XX,69,72,75,80,XX,04,XX,16,18,29,XX,XX,35,49,62,XX,XX,XX,68,69,XX,81,82,83,85,XX,XX,XX,86,90,XX,0708
01,XX,06,XX,XX,08,24,XX,27,34,XX,39,XX,43,52,XX,71,XX,XX,80,84,86,XX,XX,89,XX,90,04,05,06,XX,XX,14,XX,15,XX,XX,32,34,XX,XX,63,XX,64,74,XX,XX,78,79,85,86,XX,XX,90,01,XX,08,20,29,XX,XX,33,XX,XX,38,39,XX,49,52,53,XX,XX,XX,54,60,XX,61,78,86,XX,XX,0709
XX,XX,15,20,28,31,XX,32,XX,36,XX,46,49,XX,51,XX,XX,65,71,XX,XX,72,78,86,90,XX,XX,XX,02,03,06,12,XX,XX,26,XX,XX,37,40,XX,XX,53,XX,58,68,XX,XX,69,74,75,87,XX,XX,89,04,15,XX,32,XX,33,XX,39,XX,43,XX,47,XX,53,XX,58,XX,65,69,XX,71,XX,76,82,84,XX,XX,0710
03,XX,08,XX,11,14,31,XX,XX,XX,XX,XX,32,35,38,XX,40,41,49,XX,61,XX,XX,XX,62,83,88,01,25,XX,XX,XX,31,36,XX,48,XX,52,XX,53,56,XX,59,XX,60,XX,XX,71,74,XX,XX,84,86,89,10,14,24,XX,26,XX,XX,39,XX,44,47,49,XX,XX,50,XX,XX,52,XX,79,XX,XX,80,82,84,86,XX,0711
XX,XX,02,XX,03,XX,13,15,24,XX,25,31,43,XX,49,XX,58,XX,61,69,XX,XX,74,XX,84,87,XX,02,XX,XX,XX,08,09,XX,14,15,XX,XX,22,23,24,32,XX,57,XX,XX,XX,XX,59,XX,62,65,75,84,02,03,XX,XX,XX,XX,08,09,14,19,XX,21,34,50,XX,XX,68,XX,XX,XX,70,73,75,XX,82,XX,87,0712
10,13,22,XX,XX,XX,XX,27,28,XX,37,XX,39,45,XX,50,69,XX,70,74,XX,XX,80,85,XX,XX,86,05,12,13,XX,15,XX,XX,24,XX,XX,25,XX,XX,27,31,XX,36,40,XX,45,XX,XX,56,XX,62,74,85,02,XX,XX,05,XX,12,XX,13,16,XX,19,32,XX,XX,52,57,XX,62,XX,69,XX,XX,73,XX,74,78,83,0713
04,23,41,44,45,XX,XX,XX,XX,XX,46,49,XX,XX,53,XX,54,69,XX,71,73,76,XX,83,84,XX,XX,XX,01,XX,03,XX,19,26,XX,27,32,33,35,XX,XX,36,38,XX,XX,39,XX,XX,54,XX,65,82,84,XX,04,06,XX,08,11,XX,31,XX,XX,36,38,42,60,XX,XX,XX,XX,65,72,XX,74,79,XX,XX,86,90,XX,0714
XX,XX,05,XX,06,08,21,28,XX,38,40,XX,XX,XX,43,XX,50,54,58,XX,59,XX,69,XX,71,XX,87,XX,14,16,XX,XX,17,XX,21,29,34,47,XX,XX,XX,XX,63,65,75,XX,79,XX,85,XX,86,89,90,XX,XX,02,08,19,20,XX,XX,XX,27,34,35,39,XX,XX,43,47,XX,XX,49,XX,62,65,XX,XX,73,90,XX,0715
XX,13,XX,23,XX,XX,25,31,38,XX,XX,40,50,59,67,XX,XX,70,XX,XX,XX,78,XX,80,82,89,90,XX,04,XX,XX,10,13,26,XX,31,38,XX,39,XX,XX,55,62,XX,63,XX,70,74,XX,77,XX,XX,80,86,04,XX,XX,11,18,21,XX,32,XX,XX,XX,34,40,52,57,XX,58,XX,XX,64,67,XX,XX,81,82,XX,88,0716
01,XX,06,XX,13,21,30,XX,XX,33,XX,37,XX,39,41,XX,XX,45,55,XX,62,72,XX,XX,84,85,XX,04,XX,11,14,XX,27,XX,XX,32,XX,34,40,XX,43,XX,53,61,XX,63,XX,65,XX,XX,70,XX,80,87,01,XX,21,32,XX,XX,37,39,XX,XX,48,56,XX,60,XX,XX,61,67,73,XX,XX,74,XX,XX,75,78,84,0717
01,XX,XX,XX,19,XX,20,24,28,30,XX,XX,XX,39,XX,50,56,65,73,76,79,88,XX,XX,XX,XX,90,03,XX,XX,04,06,XX,14,18,XX,XX,20,30,33,XX,XX,35,40,XX,XX,XX,44,49,63,XX,XX,86,89,06,07,XX,XX,16,XX,XX,23,30,33,XX,49,53,63,XX,65,XX,XX,XX,XX,XX,70,78,79,85,XX,87,0718
01,XX,XX,12,15,17,XX,19,XX,23,XX,28,31,XX,36,XX,44,XX,46,69,XX,XX,75,XX,80,86,XX,XX,XX,07,XX,10,11,21,24,XX,XX,XX,XX,30,34,39,52,60,XX,68,72,XX,76,XX,XX,79,86,XX,XX,01,06,XX,16,XX,22,23,XX,25,35,XX,41,XX,42,XX,44,XX,XX,XX,57,70,71,XX,XX,84,86,0719
05,XX,06,08,12,XX,XX,XX,24,XX,26,28,55,58,59,XX,XX,XX,XX,XX,69,74,XX,XX,75,83,87,XX,XX,XX,02,04,05,15,XX,24,26,XX,27,34,XX,37,39,XX,XX,XX,XX,41,51,69,73,XX,XX,78,XX,XX,05,08,20,21,XX,25,XX,XX,26,30,33,XX,XX,38,40,XX,XX,47,54,58,76,XX,85,XX,XX,0720
XX,02,XX,XX,08,16,XX,22,24,37,XX,XX,40,52,55,56,XX,XX,60,XX,62,64,XX,77,86,XX,XX,XX,04,XX,XX,XX,07,09,14,31,37,XX,39,47,XX,52,53,XX,XX,55,XX,XX,66,XX,XX,67,73,88,03,XX,XX,09,XX,14,XX,20,21,26,XX,30,XX,31,XX,XX,34,35,XX,37,XX,45,XX,58,60,61,XX,0721
XX,XX,02,10,16,17,XX,21,XX,XX,XX,30,XX,33,48,55,58,XX,64,69,XX,77,XX,79,82,XX,XX,XX,02,08,XX,14,XX,XX,37,38,XX,XX,48,52,XX,54,XX,55,57,XX,60,XX,67,71,XX,76,XX,82,XX,06,13,16,25,XX,XX,XX,28,XX,32,36,XX,XX,48,XX,50,61,67,XX,XX,XX,70,81,87,XX,89,0722
07,XX,08,XX,XX,10,18,19,XX,XX,27,XX,38,47,59,61,XX,XX,72,XX,73,XX,XX,77,88,XX,89,XX,08,19,XX,23,XX,39,XX,44,49,XX,XX,54,XX,57,XX,58,60,64,71,XX,72,XX,79,87,XX,XX,05,XX,XX,10,23,32,XX,XX,36,38,48,XX,XX,XX,50,57,XX,58,59,64,XX,XX,80,86,XX,XX,88,0723
01,XX,XX,06,26,XX,34,38,XX,XX,XX,44,XX,45,48,XX,56,64,72,XX,73,78,XX,XX,79,81,XX,09,13,14,XX,15,XX,XX,17,XX,22,29,30,XX,37,XX,70,XX,XX,XX,XX,71,77,84,XX,86,90,XX,02,09,XX,XX,11,15,XX,47,XX,48,XX,56,XX,XX,58,59,XX,69,XX,71,XX,77,XX,79,XX,80,82,0724
06,09,XX,XX,10,XX,XX,18,24,XX,41,43,46,XX,47,50,XX,XX,55,XX,62,66,XX,XX,69,70,XX,19,26,40,44,XX,XX,XX,54,XX,56,57,58,XX,XX,59,XX,61,XX,65,66,XX,XX,75,XX,82,XX,87,25,31,XX,XX,XX,34,XX,38,40,41,XX,XX,XX,XX,47,48,56,58,59,XX,70,XX,XX,XX,72,81,89,0725
XX,01,03,XX,08,XX,XX,20,22,27,XX,29,XX,XX,41,XX,42,44,45,47,XX,XX,XX,XX,59,71,82,XX,XX,01,02,XX,03,XX,17,23,XX,32,40,XX,XX,44,48,54,XX,XX,63,65,72,75,XX,XX,XX,83,XX,11,XX,XX,12,14,XX,15,18,21,22,XX,40,XX,XX,57,61,XX,75,XX,81,XX,82,83,XX,86,XX,0726
XX,04,16,XX,XX,22,XX,24,31,XX,32,XX,34,XX,38,XX,40,43,XX,44,XX,49,65,XX,XX,66,71,06,XX,XX,XX,XX,10,12,17,19,22,XX,32,46,XX,XX,50,XX,55,XX,XX,56,63,72,XX,XX,81,86,02,04,12,20,XX,XX,XX,25,XX,35,36,50,XX,59,XX,XX,61,XX,71,XX,XX,XX,75,80,82,86,XX,0727
06,XX,11,17,27,XX,XX,XX,29,XX,XX,36,XX,41,50,53,54,XX,XX,XX,61,XX,75,80,84,XX,89,XX,02,XX,06,20,21,22,XX,XX,24,34,38,XX,40,XX,45,XX,XX,49,54,XX,XX,67,XX,73,86,XX,XX,02,05,XX,16,18,XX,XX,19,XX,34,35,48,XX,49,53,XX,XX,59,65,XX,XX,67,XX,XX,83,89,0728
13,XX,14,XX,17,XX,19,XX,26,XX,32,36,39,XX,51,XX,XX,56,76,XX,XX,79,XX,XX,81,87,88,05,12,14,16,20,XX,XX,XX,XX,26,XX,XX,XX,38,42,48,64,XX,69,XX,70,78,XX,XX,XX,79,80,XX,XX,01,XX,XX,06,10,15,19,XX,39,XX,43,44,XX,49,56,XX,XX,XX,62,74,77,XX,84,XX,85,0729
10,XX,XX,20,21,50,XX,XX,53,XX,60,63,XX,XX,XX,65,68,69,71,XX,XX,XX,82,84,87,90,XX,XX,XX,XX,01,XX,05,07,12,24,XX,27,30,34,XX,35,XX,40,XX,51,XX,55,XX,64,71,82,XX,XX,02,XX,03,17,27,XX,31,XX,XX,XX,XX,32,XX,44,50,51,XX,62,XX,72,XX,XX,XX,73,74,82,85,0730
XX,XX,04,10,27,29,XX,XX,30,XX,XX,32,34,XX,41,43,XX,44,50,XX,61,XX,XX,64,84,XX,86,05,XX,08,10,XX,XX,11,16,XX,XX,37,38,XX,41,58,XX,XX,62,64,XX,81,85,XX,XX,86,87,XX,XX,01,XX,02,XX,06,15,XX,20,26,31,37,XX,XX,39,XX,46,XX,50,XX,XX,53,XX,61,XX,80,82,0731
XX,08,13,XX,15,16,XX,XX,21,XX,XX,33,XX,XX,36,39,44,49,56,XX,58,XX,62,72,XX,80,XX,XX,05,21,27,32,XX,XX,33,XX,XX,41,43,45,XX,XX,XX,51,53,XX,61,XX,64,69,76,XX,XX,87,XX,XX,03,XX,10,XX,11,14,16,18,26,XX,36,XX,39,43,XX,XX,XX,59,65,XX,71,81,90,XX,XX,0732
03,06,XX,13,XX,17,25,XX,XX,XX,XX,XX,26,35,39,47,55,XX,56,57,XX,60,XX,63,XX,XX,84,XX,02,13,21,32,XX,XX,XX,36,47,50,54,XX,XX,62,67,XX,XX,XX,76,77,XX,78,87,XX,XX,89,05,XX,XX,08,16,24,XX,35,XX,37,39,XX,41,XX,XX,46,XX,57,61,68,XX,XX,XX,XX,74,80,83,0733
XX,06,07,XX,XX,XX,09,17,29,32,XX,49,53,54,XX,XX,63,XX,XX,65,XX,66,XX,XX,78,87,88,XX,05,11,XX,12,XX,XX,14,17,XX,21,29,35,37,64,XX,XX,XX,XX,XX,66,71,XX,XX,78,87,88,XX,03,12,XX,XX,20,XX,24,32,34,38,XX,41,48,54,XX,XX,XX,XX,64,XX,65,66,XX,70,XX,77,0734
01,03,XX,08,14,XX,16,XX,XX,17,XX,27,XX,43,48,54,XX,XX,XX,59,XX,60,XX,XX,63,65,85,XX,05,07,XX,XX,14,XX,17,28,XX,XX,XX,32,39,42,43,54,XX,XX,XX,57,64,XX,71,78,XX,90,04,06,11,XX,XX,16,XX,XX,24,36,XX,45,XX,XX,55,64,XX,67,68,69,78,81,XX,XX,XX,83,XX,0735
02,15,XX,16,27,XX,XX,XX,34,XX,37,XX,39,XX,57,XX,63,65,XX,67,68,72,XX,XX,76,88,XX,09,20,21,XX,27,XX,XX,50,XX,XX,51,52,XX,XX,XX,61,64,65,XX,XX,75,XX,XX,78,79,84,88,02,14,16,XX,XX,XX,XX,20,21,22,XX,XX,26,XX,33,53,XX,62,XX,72,XX,74,75,XX,XX,84,87,0736
XX,XX,XX,01,09,21,XX,23,27,XX,34,XX,XX,XX,37,45,47,55,57,XX,62,67,XX,XX,79,83,XX,XX,02,XX,XX,03,XX,05,07,15,XX,16,19,XX,22,28,XX,XX,35,41,XX,66,XX,XX,74,85,90,XX,02,XX,XX,17,23,XX,XX,26,28,XX,XX,XX,35,38,42,50,XX,51,XX,55,XX,61,XX,66,72,XX,87,0737
09,XX,XX,14,XX,15,23,32,XX,40,XX,42,XX,XX,50,54,57,XX,67,XX,XX,73,74,XX,79,85,XX,XX,05,16,25,30,XX,XX,XX,34,37,XX,40,55,XX,66,XX,67,XX,XX,71,XX,XX,73,75,XX,81,84,07,XX,12,13,17,XX,XX,24,XX,28,36,53,XX,XX,XX,56,65,XX,XX,69,XX,77,XX,85,86,90,XX,0738
01,07,XX,XX,XX,10,XX,16,25,XX,49,59,64,XX,66,XX,67,XX,XX,XX,XX,74,77,XX,85,86,88,01,XX,06,XX,18,XX,XX,29,40,XX,XX,41,42,XX,XX,44,45,50,57,64,XX,XX,XX,74,82,89,XX,XX,XX,04,07,XX,XX,13,20,21,XX,XX,41,48,XX,49,60,XX,72,XX,XX,74,XX,79,84,XX,89,90,0739
XX,XX,16,20,22,XX,23,28,XX,34,XX,XX,41,48,XX,54,XX,56,60,63,72,78,80,XX,XX,XX,XX,01,05,XX,09,10,XX,XX,XX,13,39,40,XX,XX,42,48,XX,53,XX,63,XX,XX,XX,68,75,XX,89,90,13,XX,14,15,XX,XX,20,XX,21,22,31,XX,XX,XX,35,48,49,XX,57,60,XX,67,XX,69,XX,85,XX,0740
XX,03,17,XX,19,26,XX,XX,36,40,41,42,XX,45,47,XX,XX,XX,XX,50,55,XX,69,80,XX,88,XX,02,XX,06,XX,07,XX,30,34,XX,XX,38,50,51,XX,XX,57,60,XX,65,XX,XX,73,81,XX,XX,85,90,10,12,XX,XX,22,30,33,XX,XX,39,XX,42,43,XX,50,XX,55,XX,62,XX,65,XX,67,71,88,XX,XX,0741
XX,06,08,13,18,XX,20,XX,XX,25,26,31,47,54,XX,XX,XX,XX,55,66,69,XX,XX,76,XX,XX,86,09,16,XX,XX,XX,XX,30,33,37,XX,51,52,XX,XX,55,58,64,XX,67,69,XX,77,82,84,XX,XX,XX,XX,07,09,10,XX,15,XX,XX,16,XX,22,XX,37,59,61,63,XX,XX,64,XX,XX,XX,66,76,82,89,XX,0742
06,08,XX,XX,09,12,XX,XX,13,XX,XX,23,XX,25,XX,33,39,48,XX,XX,60,67,68,XX,XX,75,78,01,XX,XX,XX,14,15,XX,25,26,XX,33,37,38,XX,XX,40,XX,48,55,62,67,88,XX,XX,XX,90,XX,04,05,XX,XX,23,XX,25,34,XX,35,XX,XX,37,49,XX,64,XX,65,68,XX,75,78,XX,XX,86,XX,90,0743
XX,01,XX,02,XX,09,15,17,XX,XX,39,41,XX,44,54,XX,61,XX,XX,71,79,XX,XX,87,88,89,XX,08,16,19,31,33,XX,XX,XX,XX,34,37,XX,XX,XX,38,51,XX,53,54,XX,55,69,XX,77,XX,85,XX,04,05,09,XX,XX,XX,XX,13,15,21,XX,22,28,XX,29,XX,32,XX,XX,42,43,XX,49,65,XX,XX,89,0744
XX,02,12,XX,16,XX,24,31,XX,XX,XX,36,41,XX,49,53,54,XX,XX,62,70,76,80,XX,82,XX,XX,01,XX,XX,03,05,XX,10,12,XX,XX,19,XX,24,39,XX,XX,52,54,58,62,XX,63,70,XX,79,XX,XX,06,XX,12,28,XX,XX,31,XX,32,XX,44,XX,XX,45,47,59,XX,62,XX,70,79,83,XX,85,XX,86,XX,0745
XX,12,XX,14,XX,XX,16,22,24,XX,25,XX,30,XX,33,51,52,XX,57,XX,71,73,XX,77,XX,79,XX,XX,02,10,XX,11,15,XX,25,XX,32,46,XX,XX,48,57,XX,58,XX,XX,66,XX,68,XX,74,XX,79,80,05,09,XX,29,30,XX,XX,XX,36,XX,38,39,41,XX,XX,44,XX,47,XX,55,XX,71,XX,XX,76,81,84,0746
03,11,13,15,XX,24,XX,XX,XX,29,45,XX,XX,XX,46,49,XX,52,53,57,63,XX,69,XX,74,XX,XX,XX,01,XX,XX,14,27,XX,37,39,XX,XX,41,XX,XX,43,59,61,62,XX,XX,64,XX,XX,67,69,79,80,03,04,14,XX,XX,XX,22,32,XX,38,43,44,XX,50,55,XX,XX,XX,XX,56,57,XX,XX,66,84,XX,89,0747
XX,XX,15,21,22,24,XX,XX,27,XX,38,40,41,XX,42,XX,XX,45,55,56,65,XX,XX,67,83,XX,XX,XX,01,06,08,XX,XX,09,XX,18,XX,26,33,XX,49,XX,XX,55,57,XX,XX,61,76,81,XX,88,XX,90,XX,XX,02,09,14,XX,XX,17,22,30,XX,XX,37,39,41,46,XX,XX,XX,59,XX,XX,71,75,76,XX,89,0748
XX,01,XX,02,07,24,26,XX,XX,XX,XX,43,45,54,69,75,XX,XX,78,XX,79,XX,XX,81,89,XX,90,08,09,14,XX,15,XX,XX,18,XX,XX,21,36,38,43,45,XX,XX,XX,XX,XX,47,XX,51,57,73,XX,83,06,10,29,XX,XX,30,32,XX,XX,XX,33,XX,35,45,XX,54,XX,62,63,71,74,XX,82,XX,XX,86,XX,0749
06,XX,XX,10,11,12,XX,XX,19,28,31,XX,35,XX,40,XX,60,XX,63,XX,73,74,78,XX,86,XX,XX,XX,09,XX,XX,XX,31,39,40,44,XX,XX,45,XX,55,XX,56,57,58,XX,XX,62,63,XX,68,71,XX,89,XX,09,XX,20,25,36,XX,40,XX,XX,51,XX,52,XX,55,58,60,XX,61,XX,65,83,XX,86,XX,XX,87,0750
XX,XX,10,20,25,XX,26,28,XX,29,35,36,XX,XX,XX,40,43,XX,XX,XX,49,60,67,XX,69,XX,86,01,03,05,XX,XX,20,XX,XX,23,25,28,38,44,XX,XX,XX,XX,46,50,52,XX,59,77,XX,XX,XX,80,06,07,08,13,XX,XX,XX,20,XX,XX,25,XX,XX,46,52,55,XX,60,XX,66,XX,XX,72,73,76,81,XX,0751
XX,XX,04,08,09,XX,15,XX,21,25,XX,26,33,46,XX,XX,XX,47,XX,XX,66,XX,72,XX,73,82,87,04,10,XX,22,XX,28,XX,XX,29,XX,30,39,XX,43,44,46,XX,XX,XX,66,70,71,75,XX,90,XX,XX,02,11,13,XX,XX,XX,XX,26,34,42,XX,48,XX,51,XX,53,XX,56,XX,62,XX,65,XX,XX,69,81,83,0752
XX,06,08,XX,09,XX,14,XX,19,XX,30,XX,33,43,XX,51,XX,57,62,63,XX,XX,75,XX,XX,78,84,02,XX,XX,16,17,25,31,XX,XX,XX,43,50,XX,51,XX,53,56,XX,XX,59,XX,61,75,81,XX,XX,82,04,XX,15,17,21,XX,XX,23,XX,31,XX,33,XX,XX,34,40,XX,50,53,XX,XX,71,XX,77,XX,80,88,0753
01,10,XX,11,XX,XX,13,XX,19,20,23,XX,36,42,XX,XX,43,XX,XX,XX,XX,XX,64,69,71,84,85,06,16,17,XX,XX,XX,XX,18,19,XX,20,XX,25,XX,XX,35,41,44,45,48,50,XX,XX,XX,56,84,XX,10,22,XX,XX,25,XX,XX,34,40,XX,XX,41,XX,42,45,74,XX,78,XX,81,84,XX,XX,XX,85,86,88,0754
XX,01,16,XX,XX,XX,17,22,37,XX,XX,42,46,47,XX,XX,57,58,XX,XX,67,68,74,84,XX,89,XX,XX,XX,XX,01,05,XX,09,11,19,XX,26,27,XX,32,XX,35,38,XX,XX,62,67,XX,68,XX,76,XX,82,XX,XX,XX,05,10,16,XX,17,22,23,XX,XX,38,XX,40,XX,41,52,54,XX,XX,64,XX,XX,73,78,80,0755
XX,XX,08,13,XX,XX,23,28,30,XX,37,41,XX,53,XX,XX,54,66,69,XX,XX,71,72,XX,76,XX,79,XX,XX,02,XX,XX,03,11,13,15,XX,27,XX,XX,37,58,62,XX,64,71,72,73,80,XX,XX,XX,XX,82,XX,07,09,15,XX,XX,20,XX,40,XX,49,65,67,69,70,XX,XX,XX,75,76,XX,XX,79,86,88,XX,XX,0756
04,12,17,32,40,XX,XX,XX,XX,XX,XX,49,58,XX,59,62,XX,71,XX,73,74,XX,XX,77,XX,79,84,09,11,12,19,XX,XX,34,XX,XX,XX,41,XX,49,XX,XX,58,61,71,XX,76,XX,79,XX,XX,84,87,89,02,XX,XX,24,40,42,XX,43,XX,XX,50,51,XX,XX,55,68,69,XX,71,72,74,80,XX,XX,XX,84,XX,0757
03,XX,09,13,XX,21,22,XX,XX,XX,XX,23,XX,28,33,35,58,XX,61,XX,62,XX,68,XX,78,81,XX,XX,14,28,32,42,XX,46,XX,XX,51,XX,52,58,XX,XX,XX,66,70,XX,XX,73,74,XX,XX,79,80,86,12,XX,24,XX,XX,30,35,XX,37,47,51,56,57,59,XX,XX,XX,XX,66,68,XX,XX,75,78,83,XX,XX,0758
02,XX,05,13,XX,XX,14,18,XX,20,XX,XX,30,XX,49,XX,53,57,XX,XX,70,XX,75,77,87,XX,89,XX,05,06,XX,XX,08,17,XX,19,20,26,XX,XX,37,XX,51,52,XX,XX,55,XX,62,74,XX,78,XX,79,03,06,09,25,26,XX,XX,XX,XX,XX,XX,30,44,45,51,65,XX,XX,68,72,XX,78,80,XX,XX,XX,81,0759
01,09,XX,XX,XX,13,25,XX,28,33,XX,39,XX,43,XX,XX,57,61,XX,75,77,79,XX,80,84,XX,XX,01,02,06,XX,XX,XX,24,XX,28,30,XX,45,50,52,54,XX,XX,XX,73,XX,XX,81,83,85,XX,XX,87,01,04,XX,08,XX,XX,11,XX,20,25,29,32,XX,XX,XX,33,XX,38,40,XX,41,48,XX,69,86,XX,XX,0760
02,XX,XX,XX,03,XX,07,25,41,43,48,XX,XX,53,57,XX,64,XX,XX,66,XX,XX,71,82,85,88,XX,02,07,11,XX,26,XX,28,XX,XX,34,42,48,57,62,XX,XX,XX,XX,69,XX,70,79,XX,XX,84,XX,86,XX,XX,03,09,15,XX,18,27,XX,XX,XX,31,34,XX,45,50,55,XX,XX,67,XX,72,73,82,85,XX,XX,0761
XX,XX,17,XX,XX,29,32,36,39,46,50,55,56,XX,57,XX,XX,XX,61,XX,69,XX,XX,73,XX,83,89,XX,04,XX,05,20,23,XX,XX,32,XX,33,40,XX,XX,46,XX,48,49,XX,XX,57,74,75,78,XX,XX,86,07,XX,19,20,XX,22,XX,25,XX,XX,XX,26,36,XX,37,XX,44,48,XX,XX,51,63,69,XX,XX,87,89,0762
XX,XX,XX,02,06,10,XX,11,12,14,33,39,40,XX,XX,53,XX,XX,XX,64,68,74,XX,XX,85,XX,86,XX,XX,XX,09,23,24,25,34,XX,38,40,XX,44,XX,XX,XX,49,50,XX,XX,57,64,66,XX,XX,69,77,07,XX,10,XX,XX,11,12,14,XX,XX,XX,20,23,XX,28,XX,29,44,46,XX,XX,XX,55,62,67,85,XX,0763
XX,06,20,31,34,XX,XX,40,XX,50,52,54,57,58,XX,XX,XX,XX,61,74,XX,76,XX,XX,XX,79,89,XX,06,08,10,14,XX,XX,XX,24,XX,28,29,30,33,43,XX,XX,XX,54,57,XX,XX,XX,61,71,XX,85,10,11,XX,XX,XX,XX,17,24,29,30,35,47,58,XX,XX,XX,XX,61,XX,64,XX,XX,70,77,78,XX,81,0764
04,05,XX,19,XX,XX,XX,24,37,41,46,XX,47,XX,XX,49,XX,51,61,69,77,XX,XX,79,XX,XX,81,09,XX,XX,XX,XX,14,22,25,29,30,XX,31,41,42,66,XX,XX,XX,XX,72,XX,74,75,XX,83,86,XX,01,04,17,XX,XX,31,XX,35,XX,38,40,46,XX,XX,61,62,XX,XX,XX,72,76,78,XX,XX,79,87,XX,0765
XX,02,08,XX,09,12,XX,24,XX,26,36,42,XX,XX,XX,47,XX,48,XX,XX,52,60,XX,73,XX,84,88,11,XX,20,XX,31,XX,37,51,XX,XX,XX,52,XX,56,XX,65,69,74,XX,XX,75,82,XX,86,89,XX,90,XX,XX,XX,01,XX,06,07,14,20,21,24,25,XX,31,XX,XX,XX,32,39,49,56,XX,67,XX,XX,87,XX,0766
01,06,13,XX,14,XX,XX,15,XX,27,28,49,XX,XX,50,53,XX,XX,XX,54,XX,57,XX,XX,58,63,66,02,XX,15,18,20,XX,XX,28,XX,32,XX,37,44,XX,58,XX,XX,64,XX,XX,67,XX,77,82,84,XX,85,XX,XX,02,XX,15,XX,16,25,27,35,XX,XX,40,42,46,XX,XX,51,54,68,XX,XX,XX,XX,70,83,84,0767
05,XX,11,13,XX,14,XX,XX,24,XX,25,30,43,XX,47,56,XX,XX,61,XX,70,79,83,XX,XX,90,XX,09,19,XX,XX,25,36,XX,XX,37,50,64,XX,65,XX,XX,66,70,XX,71,72,XX,XX,XX,XX,75,80,90,01,XX,08,12,XX,XX,20,XX,30,33,42,47,XX,61,XX,XX,XX,62,64,78,XX,83,XX,87,88,XX,XX,0768
XX,XX,XX,XX,03,09,12,16,23,24,29,XX,30,32,XX,XX,33,XX,XX,34,XX,59,80,83,XX,XX,85,XX,07,XX,11,12,16,XX,XX,20,XX,XX,XX,22,30,33,XX,41,51,60,XX,XX,64,70,77,XX,90,XX,01,11,XX,XX,22,30,XX,XX,33,XX,35,38,XX,42,45,49,XX,XX,66,69,XX,XX,XX,71,72,78,XX,0769
XX,03,09,XX,XX,12,XX,19,21,32,33,44,XX,45,XX,XX,XX,59,XX,63,XX,XX,XX,68,73,79,87,XX,11,XX,27,40,43,XX,XX,47,XX,54,58,XX,61,66,67,XX,XX,XX,XX,69,XX,73,75,80,XX,90,06,XX,08,11,XX,20,24,XX,XX,25,XX,32,XX,XX,45,50,61,XX,XX,XX,63,65,68,75,XX,77,XX,0770
02,XX,05,XX,06,15,31,XX,XX,XX,XX,XX,34,38,47,52,69,XX,72,XX,XX,74,76,XX,79,XX,83,06,07,XX,XX,XX,XX,09,18,38,XX,44,46,XX,XX,52,58,59,XX,XX,XX,61,78,XX,80,85,XX,89,XX,01,05,06,XX,XX,XX,13,16,XX,XX,XX,22,35,50,64,72,XX,XX,73,76,80,XX,84,XX,XX,87,0771
02,XX,04,08,21,XX,XX,22,XX,25,30,66,XX,XX,XX,69,XX,70,73,74,XX,XX,78,XX,XX,83,88,08,10,XX,12,21,XX,XX,24,XX,XX,35,38,40,XX,XX,54,55,XX,XX,XX,68,72,81,84,XX,85,XX,08,XX,XX,11,XX,26,XX,38,39,XX,XX,48,XX,51,55,56,XX,57,XX,XX,69,XX,80,84,XX,85,86,0772
XX,07,14,XX,XX,31,32,XX,37,45,47,52,54,XX,56,XX,XX,XX,XX,XX,XX,77,XX,79,82,83,85,01,XX,XX,XX,24,27,36,40,XX,47,XX,50,XX,52,XX,66,70,XX,74,XX,XX,78,XX,83,XX,86,90,XX,04,11,XX,XX,XX,27,29,43,XX,XX,XX,51,XX,60,62,66,67,71,XX,74,80,83,XX,84,XX,XX,0773
04,XX,XX,XX,11,17,27,XX,32,XX,38,39,XX,59,XX,65,69,XX,XX,72,76,80,82,XX,XX,90,XX,XX,XX,04,05,XX,21,24,26,XX,31,XX,34,XX,XX,XX,35,46,52,XX,XX,XX,65,72,XX,80,89,90,02,XX,03,XX,10,XX,13,22,XX,XX,27,XX,XX,35,40,42,44,XX,XX,47,XX,XX,XX,48,53,69,71,0774
02,03,XX,07,XX,XX,08,XX,29,40,XX,XX,XX,51,XX,54,58,60,63,65,XX,XX,71,81,XX,XX,82,XX,XX,07,19,29,XX,38,46,XX,XX,49,51,XX,XX,56,61,XX,65,68,71,XX,79,XX,XX,82,XX,83,XX,XX,01,08,12,XX,15,XX,18,XX,XX,20,XX,XX,25,31,32,37,XX,38,45,70,76,XX,XX,85,XX,0775
03,XX,04,09,17,XX,XX,25,XX,XX,29,XX,36,49,XX,54,XX,64,67,XX,XX,72,78,XX,81,90,XX,XX,02,06,XX,XX,07,13,XX,16,17,XX,XX,23,32,33,XX,45,XX,52,61,78,81,XX,XX,83,XX,XX,13,XX,18,19,27,37,XX,XX,XX,44,XX,49,XX,52,56,61,XX,XX,76,77,XX,78,XX,84,XX,90,XX,0776
